store_id,address,city,state,pincode,email,phone
2307,"Ground Floor, Plot No UCP 028, Bengal Ambuja Housing Complex, City Centre, Bardhaman, Durgapur, West Bengal ,713216",Durgapur,West Bengal,713216,citycenter.durgapur@lenskartstore.com,8904731909
4,"Shop No 1, Ground Floor, 1754 E, Ward Sripati Apartment, Rajarampuri 4Th Lane, Kolhapur, Maharashtra, 416003",Kolhapur,Maharashtra,416003,srinivas.sabane@gmail.com,7420847305
260,"Shop No 1441/1309, Rajanna Complex, Jnanabharathi Main Road, Jyothi Nagar, Nagarbhavi Circle, Bengaluru, Karnataka, 560072",Bengaluru,Karnataka,560072,nagarbhavi.bangalore@lenskart.mobi,8951992076
516,"Shop No 116, Ground Floor, Khb Colony, 7Th Block, 80 Feet Road, 80 Ft Road, Koramangala, Opposite Hangover Brewery, Bengaluru, Karnataka, 560034",Bengaluru,Karnataka,560034,kormangla4.banglore@lenskartstore.com,8041221467
772,"20-20-103, Plot No103, Madhuvan Towers, Krishnarajapuram, Near Spencers, Vizianagaram, Andhra Pradesh, 535002",Vizianagaram,Andhra Pradesh,535002,vizianagaram.andhrapradesh@lenskartstore.com,9392738592
1028,"Shop No 10, Uma Shiv Corner, Plot No 22 & 22A, Sector 19, Kamothe, Navi Mumbai, Maharashtra, 410206",Navi Mumbai,Maharashtra,410206,Kamothenew.navimumbai@lenskartstore.com,8655691041
1284,"Door No 125/1, Rose Wood Office, Nungambakkam High Road, Nungambakkam, Opposite Teresa Church, Chennai, Tamil Nadu, 600034",Chennai,Tamil Nadu,600034,nungambakkamnew.chennai@lenskartstore.com,4448061119
1540,"Shop No 3 & 4, Ground Floor, Paras One 33, Sector 133, Noida, Uttar Pradesh, 201304",Noida,Uttar Pradesh,201304,Sector133.noida@lenskartstore.com,1204373701
2308,"Ground Floor, Shop No 76, Cancelled Colony, Village Mansa, Tehsil, Mansa, Punjab, 151505",Mansa,Punjab,151505,mansa.punjab@lenskartstore.com,1652500245
261,"Plot No B95, Old Door 37, New Door 22, First Main Road, Jawahar Nagar, Near Max Showroom, Chennai, Tamil Nadu, 600082",Chennai,Tamil Nadu,600082,jawaharnagar.chennai@lenskart.in,4447943259
517,"Shop No 5, Tandon Building, Kaiser Bagh, Kaiser Bagh Crossing, Lucknow, Uttar Pradesh, 226001",Lucknow,Uttar Pradesh,226001,kaiserbagh.lucknow@lenskartstore.com,5224062384
1029,"18-390-1, 2F, Viduth Colony, Pargi Road, Near Bike Bazar, Shadnagar, Telangana, 509216",Shadnagar,Telangana,509216,shadnagar.hyderabad@lenskartstore.com,8977002814
1285,"Ground Floor, Scf 15, Sector 59, Phase 5, Near 24Seven, Mohali, Punjab, 160059",Mohali,Punjab,160059,phase5.mohali@lenskartstore.com,1724006198
1541,"280/1, Sudarsan Building, Meyyanur Bypass Road, New Bus Stand Road, Meyyanur, Salem, Tamil Nadu, 636004",Salem,Tamil Nadu,636004,Meyyanurbypassroad.salem@lenskartstore.com,4274520155
1797,"# 2/537, 540, 541, Kozhikode Road, Kodathipadi, Mannarkkad PO, Mannarkkad, Kerala, 678583",Mannarkkad,Kerala,678583,mannarkkad.thrissur@lenskartstore.com,8891301799
2309,"Shop No 15 & 22, Skardi Plaza, Skardi Green Gold Links, Ghaziabad, Uttar Pradesh, 201002",Ghaziabad,Uttar Pradesh,201002,skardiplaza.ghaziabad@lenskartstore.com,1204313012
262,"G1, Plot No 3, Vgp Prabhu Nagar, Perumbakkam, Opposite Advent Church, Chennai, Tamil Nadu, 600100",Chennai,Tamil Nadu,600100,perumbakkam.chennai@lenskart.mobi,4447682948
518,"Shop No 121, First Floor, Utkal Kanika Galleria Mall, Gautam Nagar, Opposite Odisha State Museum, Bhubaneswar, Odisha, 751009",Bhubaneswar,Odisha,751009,utkal.bhuvneshwar@lenskartstore.com,6742424998
774,"044/23, Paari Nagar, Paari Nagar, Near Med Plus, Erode, Tamil Nadu, 638011",Erode,Tamil Nadu,638011,erode.tamilnadu@lenskartstore.com,4242900313
1030,"Cp 2/4, Crystal City Centre, Sharda Nadar Yojana, Ratankhand, Lucknow, Uttar Pradesh, 226012",Lucknow,Uttar Pradesh,226012,ratankhand.lucknow@lenskartstore.com,5224632018
1286,"House 5-3-98, Old Nh7 Road, Old Nh7 Road, Opposite Muncipal Office, Kamareddy, Telangana, 503111",Kamareddy,Telangana,503111,kamareddy.telangana@lenskartstore.com,8468352299
2310,"Gola Road, Mouza Danapur, Near V Mart, Shehzadpur Bank Colony Road, Pargana Phulwari, Thana Danapur Sadar Registry, Patna, Bihar, 801503",Patna,Bihar,801503,golaroad.patna@lenskartstore.com,6124148097
7,"Shop No 10/4/16/2, Upper Ground Floor, Uplands Road, Asilmetta Junction, Ramnagar, Beside Hotel Meghalaya, Visakhapatnam, Andhra Pradesh, 530003",Visakhapatnam,Andhra Pradesh,530003,lenskart.vizag@gmail.com,9177647575
519,"Shop No 2, UA/29 Bungalow Road, Opposite Hansraj Girls Hostel, Jawahar Nagar, Delhi, 110007",Delhi,Delhi,110007,kamlanagar.delhi@lenskartstore.com,1145092146
1031,"1H/60 Ground & First Floor, Bn Nit, Faridabad, Haryana, 121001",Faridabad,Haryana,121001,nit1.faridabad@lenskartstore.com,1294628341
1287,"Shop No 7 & 8 Ashiyana Infinity, Mulgoan, Shri Ram Nagar, Mumbai Pune Highway, Khopoli, Maharashtra, 410203",Khopoli,Maharashtra,410203,khopoliashiyanainfinity.mumbai@lenskartstore.com,8655691044
1543,"Khata No 5, Plot No 769, Nilanchal Colony, Chanakya Nagar, Saraidhela, Dhanbad, Jharkhand, 828127",Dhanbad,Jharkhand,828127,steelgate.dhanbad@lenskartstore.com,3264006075
1799,"Ground Floor, Shop No 17 A, Regency Antilia, Next to Jockey Store, Murbad Road, Mharal Society, Shahad, Ulhasnagar, Thane, Maharashtra, 421103",Thane,Maharashtra,421103,sahad.mumbai@lenskartstore.com,7030187123
2311,"Ground Floor, SCO 57, Swastik Vihar, Near Apollo Pharmacy, MDC 5, Sector 5, Panchkula, Haryana, 134114",Panchkula,Haryana,134114,mdc5.panchkula@lenskartstore.com,1724682428
8,"Shop No 9, City Plaza, Haidar Para, Sevoke Road, Opposite Payal Cinema Hall, Siliguri, West Bengal, 734001",Siliguri,West Bengal,734001,modernvision.slg@gmail.com,9734041111
264,"Shop No A3/182, Ground Floor, Paschim Vihar, New Delhi, 110063",New Delhi,Delhi,110063,pachimvihar.delhi@lenskart.mobi,6239502166
520,"FF 02 & 03, First Floor, DSL Virtue Mall, Ramanthapur Main Road, Ida Uppal, Near Uppal Metro Station, Hyderabad, Telangana, 500039",Hyderabad,Telangana,500039,dslmall.hyderabad@lenskartstore.com,9154148052
1032,"20-1-34, Subash Road, Opposite Super Bazar, Kakinada, Andhra Pradesh, 533001",Kakinada,Andhra Pradesh,533001,kakinada.andhrapradesh@lenskartstore.com,9848279279
1288,"Plot No 8/B, H No 14-81/13/8/B/A/1, Raghavendra Colony, Beeramguda, Ramachandrapuram, Hyderabad, Telangana, 502032",Hyderabad,Telangana,502032,Beeramguda.hyderabad@lenskartstore.com,4042014334
1544,"Sf03, Second Floor, C 21 Mall, Plot No 94-104 & 300-303, Scheme No 54, Pu 4 Commercial, Ab Road, Indore, Madhya Pradesh, 452010",Indore,Madhya Pradesh,452010,c21mall.indore@lenskartstore.com,7314947720
2312,"Block No 210, High School Junction, Near Skycell, West Taluk, Kollam, Kerala, 691009",Kollam,Kerala,691009,highschooljunction.kollam@lenskartstore.com,9037797653
265,"Shop No 2, H4/6, Ground Floor, Model Town, New Delhi, 110009",New Delhi,Delhi,110009,modeltown.delhi@lenskart.mobi,1145051477
521,"Shop No 27, Bhoomi Mall, Sector 15, Palm Beach Road Cbd Belapur, Belapur, Navi Mumbai, Maharashtra, 400614",Navi Mumbai,Maharashtra,400614,belapur.mumbai@lenskartstore.com,8655691051
777,"1/99, Vinay Khand, Patrakaarpuram, Gomti Nagar, Near First Cry, Lucknow, Uttar Pradesh, 226010",Lucknow,Uttar Pradesh,226010,Gomtinagar.lucknow@lenskartstore.com,5224309100
1033,"Scf No 12, Urban Estate, Dugri Road, Phase I, Dugri, Ludhiana, Punjab, 141002",Ludhiana,Punjab,141002,dugri.ludhiana@lenskartstore.com,9906782757
1289,"79, Digiha, Gonda Road, Near Agrasen Chowk, Bahraich, Uttar Pradesh, 271801",Bahraich,Uttar Pradesh,271801,bahraich.uttarpradesh@lenskartstore.com,8081253080
1545,"Tc 91,270, Lulu International Shopping Mall, Akkulam Bridge, Anayara Post, Akkulam Bridge, Opposite Kerala Hotel, Thiruvananthapuram, Kerala, 695029",Thiruvananthapuram,Kerala,695029,lulumall.trivandrum@lenskartstore.com,9048661497
1801,"Big Bazaar Chowk, Sai Road, Near Laj Dharam Kanta, Baddi, Himachal Pradesh, 173205",Baddi,Himachal Pradesh,173205,baddi.chandigarh@lenskartstore.com,1795298575
2313,"970, College Square, Near Kitab Mahal, Cuttack, Odisha, 753003",Cuttack,Odisha,753003,collegesquare.cuttack@lenskartstore.com,6713504025
10,"Plot No 661, Bomikhal, Cuttack Puri Road, Near Gupta Sweets, Bhubaneswar, Odisha, 751006",Bhubaneswar,Odisha,751006,bomikhal.odisha@lenskartstore.com,9437502675
266,"Shop No 6/80, Ground Floor, Shankar Road, Old Rajendar Nagar, New Delhi, 110060",New Delhi,Delhi,110060,oldrajendernagar.delhi@lenskart.mobi,1141544336
1034,"D Cot Plaza, Carmel School Road, Jagatpur, Beside Bank Of Baroda, Raigarh, Chhattisgarh, 496001",Raigarh,Chhattisgarh,496001,raigarh.chhattisgarh@lenskartstore.com,7000764557
1290,"No 1 & 2 Main Road, Venkateswara Nagar, 100Ft Bypass Road, Velachery, Chennai, Tamil Nadu, 600042",Chennai,Tamil Nadu,600042,velachery2.chennai@lenskartstore.com,4445502138
2314,"Shop No 9 & 10, Krishna Kunj, opposite Radhakrishna Temple, Gokulwadi, Desai Nagar, Sanquelim, Goa, 403505",Goa,Goa,403505,sanquelim.goa@lenskartstore.com,7420958522
523,"Ground Floor, Madhu Vachar Complex, Ashok Nagar, Opposite Mandya Railway Station, Mandya, Karnataka, 571401",Mandya,Karnataka,571401,mandya.karnataka@lenskartstore.com,8088916080
779,"24B-1-46/1, Vijaya Vihar Centre, Vijaya Vihar Centre, Opposite Gv Mall, Eluru, Andhra Pradesh, 534002",Eluru,Andhra Pradesh,534002,eluru.andhrapradesh@lenskartstore.com,9097346346
1035,"Ground Floor, Ashok Rajpath, Near Pmch Gate Number 2, Ashok Rajpath, Opposite Bihar Youth Men'S Institute, Patna, Bihar, 800004",Patna,Bihar,800004,ashokrajpath.patna@lenskartstore.com,6124144509
1291,"#154, Gandhi Road, Nenmeli, Opposite Iob, Sriperumbudur, Tamil Nadu, 602105",Sriperumbudur,Tamil Nadu,602105,sriperambadur.chennai@lenskartstore.com,8296421841
1547,"Sno 890, 891, Plot No 294, Jalanagar, Near S R Colony Vijaypur, Bijapur, Karnataka, 586109",Bijapur,Karnataka,586109,bijapur01.karnataka@lenskartstore.com,8352319224
1803,"H No 5-5858/1(New), 5-5-511(Old), Plot No 27 &30, Ward No 05, Chintalknta Of Sahebnagar, Kjurd Village, Hyathnagar Mandal, Ranga Reddy District,Vanasthalipuram, Hyderabad,Telangana, 500074",Hyderabad,Telangana,500074,vanasthalipuram.hyderabad@lenskartstore.com,4040201409
2315,"House No 266, B4 Ground Floor, Sahadatpura Pargana, Tehsil Sadar, Mau, Uttar Pradesh, 275101",Mau,Uttar Pradesh,275101, mau.gorakhpur@lenskartstore.com,7880742543
12,"Mamatha Complex, 80 Feet Road, Nagendra Block, Banashankari 1St Stage, Bengaluru, Karnataka, 560085",Bengaluru,Karnataka,560085,abhavlenses@gmail.com,9916901201
268,"Shop No 71, Ground Floor, Sector 15, Part 2, Gurugram, Haryana, 122001",Gurugram,Haryana,122001,sector15.gurugram@lenskart.mobi,1244192366
524,"Shop No 37, 38 & 39, Ground Floor, Poonam Estate Cluster 2, Building No 3, Mira Road, Near Shanti Chowk, Thane, Maharashtra, 401107",Thane,Maharashtra,401107,miraroad2.mumbai@lenskartstore.com,2240036537
1036,"Shop No 11/13, Ground Floor, Geeta Colony, Delhi, 110031",Delhi,Delhi,110031,geetacolony.delhi@lenskartstore.com,8383020799
1292,"Laxmanpur Chowk, Vikas Nagar, Near Uttarakhand Gramin Bank, Dehradun, Uttarakhand, 248198",Dehradun,Uttarakhand,248198,vikasnagar.uttarakhand@lenskartstore.com,8279376975
1548,"Shop No 7, Ground Floor, Bank House, Mall Road, Near Hdfc Bank, Nainital, Uttarakhand, 263001",Nainital,Uttarakhand,263001,mallroad.nainital@lenskartstore.com,7248441115
2316,"Ground Floor, Kanchan Arcade, Jatni Block Office Road, Ramchandrapur Bazar, Khordha, Jatni, Odisha, 752050",Jatni,Odisha,752050,jaatni.bhubneshwar@lenskartstore.com,6744041560
13,"No 272/A, Brough Road, Opposite CSI School Ground, Erode, Tamil Nadu, 638001",Erode,Tamil Nadu,638001,lenskarterode@gmail.com,4244020699
781,"R/Aa43 Vip Rd, Sahabagan, Raghunathpur, Teghoria, Baguiati, Next To M Bazar, Kolkata, West Bengal, 700059",Kolkata,West Bengal,700059,teghoria01.kolkata@lenskartstore.com,3340628010
1037,"Shop No1, Shreekar Avenue, Bairavnath Road, Maninagar, Maninagar, Ahmedabad, Gujarat, 380008",Ahmedabad,Gujarat,380008,maninagar.ahmedabad@lenskartstore.com,9909045378
1293,"102/A, Main Mandore Road, Paota, Opposite Idfc First Bank, Jodhpur, Rajasthan, 342006",Jodhpur,Rajasthan,342006,paota.jodhpur@lenskartstore.com,2914056356
1549,"Shop No 39, Sector 22C, Sector 22C, Near Aroma Hotel, Chandigarh, Punjab, 160022",Chandigarh,Punjab,160022,sector22.chandigarh@lenskartstore.com,1724181086
1805,"Ground Floor, AAS Hotal, kachari Road, Jamui, Bihar, 811307",Jamui,Bihar,811307,amui02.bihar@lenskartstore.com,6345222028
2317,"Shop No 09, Viceroy Savana, 120 Feet Road, Thakur Village Kandivali East, Mumbai, Maharashtra, 400101",Mumbai,Maharashtra,400101,thakurvillage.mumbai@lenskartstore.com,2262671260
270,"Shop No 139, Ground Floor, Kotri Road, , Gumanpura, Opposite Reliance Jewels, Kota, Rajasthan, 324007",Kota,Rajasthan,324007,gumanpura.kota@dealskart.mobi,7737005953
526,"G 17, Ground Floor, Elpro City Square Mall, Chinchwad Gaon, Pune, Maharashtra, 411033",Pune,Maharashtra,411033,elpro.pune@lenskartstore.com,7709993245
782,"No 71, 1, Arcot Road, Vadapalani, Vadapalani, Chennai, Tamil Nadu, 600026",Chennai,Tamil Nadu,600026,saligramanarcotroad.chennai@lenskartstore.com,4443054598
1038,"Banuchapar, N H 28, Supriya Cinema Road, West Champaran, Near St. Joseph School, Bettiah, Bihar, 845438",Bettiah,Bihar,845438,bettiah.bihar@lenskartstore.com,9934025050
1294,"Vardhman Sunrise Plaza, Vasundhara Enclave, New Delhi, 110096",New Delhi,Delhi,110096,Vasundharaenclave.newdelhi@lenskartstore.com,1141683349
1550,"Shop No 5, Spenta 2 Buildings, Naranpura, Near Naranpura Police Station, Ahmedabad, Gujarat, 382170",Ahmedabad,Gujarat,382170,naranpura.ahmedabad@lenskartstore.com,7490904169
2318,"Ground Floor, Property No/408 Kailash Nagar, Gaushala Road, Fazilka, Punjab, 152123",Fazilka,Punjab,152123,fazilka.punjab@lenskartstore.com,8792505730
271,"Property No 1/11/222/D/3, Sp Road, Begumpet, Opposite Hdfc Bank, Near Shopper Stop, Secunderabad, Telangana, 500016",Secunderabad,Telangana,500016,begumpet.hyderabad@lenskart.mobi,9100555600
783,"Shop No 702, Ground Floor, Esteem Complex, Opposite GKNM Hospital, Avinashi Road, Pn Palayam, Coimbatore, Tamil Nadu, 641018",Coimbatore,Tamil Nadu,641018,avinashiroad.coimbatore@lenskartstore.com,6380812667
1039,"Door No 6, Ground Floor, Athikavil Building, Palakkad Highway, Kondotty Malappuram, Kondotty, Opposite Bsnl Office, Malappuram, Kerala, 673638",Malappuram,Kerala,673638,kondotty1.calicut@lenskartstore.com,9526700027
1295,"Shop No 15 & 16, Dream Makers By Kasturi Life Space, Station Road, Katrap, Badlapur East, Thane, Maharashtra, 421503",Thane,Maharashtra,421503,badlapur69.maharashtra@lenskartstore.com,7020663996
1551,"Ground Floor, Dag No 1939, Guwahati Road, Baihata Chariali, Assam, 781381",Baihata Chariali,Assam,781381,baihatachariali.guwahati@lenskartstore.com,7099093705
1807,"Shop No 37, 37A, 37 B, Ground Floor, KB Complex, Plot No LS-01, Sector-Alpha-02, Greater Noida, Gautam Buddh Nagar, Uttar Pradesh, 201308",Gautam Buddh Nagar,Uttar Pradesh,201308,Alpha2.noida@lenskartstore.com,1204159373
2319,"16/1636 Rajdhani Marg, Gopinath Puram, Shukla Ganj, Near V-Mart, Kanpur, Uttar Pradesh, 209861",Kanpur,Uttar Pradesh,209861,shuklaganj.kanpur@lenskartstore.com,8303374738
272,"Shop No 35, Profit Center, Boraspada Road, Kandivali West, Opposite Panchsheel Heights, Mumbai, Maharashtra, 400067",Mumbai,Maharashtra,400067,mahavirnagar.kandivali@lenskart.mobi,2243470464
784,"Shop No 7, Ground Floor, The Crown Plaza, Gharkul, Sector-15, Kharghar, Near D Mart, Navi Mumbai, Maharashtra, 410210",Navi Mumbai,Maharashtra,410210,crownplaza.newkharghar@lenskartstore.com,8655691050
1040,"No 20, Sanan Thottam, S N, Chavadi, Near Kv Tex, Cuddalore, Near Kv Tex, Cuddalore, Tamil Nadu, 607002",Cuddalore,Tamil Nadu,607002,cuddalore.tamilnadu@lenskartstore.com,7200883703
1296,"Building No 17/219-2& 17/219-3, Old No, 12/210-2 & 12/210-3 , Ground Floor, Nelko Square, Pandavath Junction, Maradu, Near Ps Mission Hospital, Kochi, Kerala, 682304",Kochi,Kerala,682304,maradu.cochin@lenskartstore.com,8089720193
1552,"Gat No-279/1/ B, Plot No, 4/5, Building Ajinkya Bazar, Bhigwan Road, Near Axis Bank, Baramati, Maharashtra, 413102",Baramati,Maharashtra,413102,baramati03.maharashtra@lenskartstore.com,9075079292
2320,"Shop No 1, Park Grandeur, Highstreet, Opposite Balewadi High Street, Near Balewadi, Laxman Nagar, Baner, Pune, Maharashtra, 411045",Pune,Maharashtra,411045,Banerbalewalihighstreet.pune@lenskartstore.com,8956426020
17,"Shop No 273/A/1, Model Town Extension, Near Ishmeet Singh Cowk, Ludhiana, Punjab, 141002",Ludhiana,Punjab,141002,Cs_ludhiana@lenskart.in,1614623399
273,"Shop No 46, Ground Floor, Islam Building, Hutatma Chowk, Fort, Near Flora Fountain, Mumbai, Maharashtra, 400001",Mumbai,Maharashtra,400001,fort.mumbai@dealskart.mobi,8655691034
785,"Shop No 1, Dheeraj Heritage, Best Colony, Juhu, Santacruz West, Opposite Kenia Hospital, Mumbai, Maharashtra, 400054",Mumbai,Maharashtra,400054,santacruz.mumbai01@lenskartstore.com,8655611092
1041,"Circle 247B, Holding 817A/2, Patliputra Circle, Ward 22B, Kurji Road, Kurji Road, Opposite Rbi Quarter, Patna, Bihar, 800010",Patna,Bihar,800010,KURJIROAD.PATNA@LENSKART.COM,6124143439
1553,"Ground Floor, Plot No 16 C, Part 4, Slice 6, Scheme No 97, Ab Road, Rajendra Nagar, Opposite Ishwari Westend, Indore, Madhya Pradesh, 452012",Indore,Madhya Pradesh,452012,rajendranagar.indore@lenskartstore.com,7313510388
2321,"Shop No 11, B Wing Sopan Apartment, Ram Maruti Road, Opposite ICICI Bank, Veer Savarkar Path Old Mumbai Road, Village Panchpakhadi, Thane, Maharashtra, 400602",Thane,Maharashtra,400602,rammarutiroad.mumbai@lenskartstore.com,9987035833
18,"D 62/48, First Floor, Sonia Road, Sigra, Bharat Sevashram Sangh, Varanasi, Uttar Pradesh, 221010",Varanasi,Uttar Pradesh,221010,cs_varanasi@lenskart.in,8874545000
274,"Shop No 3, 4 & 5, Liliyan House, 145 B, L J Road, Mahim, Mumbai, Maharashtra, 400016",Mumbai,Maharashtra,400016,mahimwest.mumbai@lenskartstore.com,8655611090
786,"183/16 Gnt Road, Redhills, Near Annamalai Cell City, Chennai, Tamil Nadu, 600052",Chennai,Tamil Nadu,600052,redhills.chennai@lenskartstore.com,4442812599
1042,"69, Old Cannaught Place, Chakrata Road, Old Cannaught Place, Dehradun, Uttarakhand, 248001",Dehradun,Uttarakhand,248001,chakrataroad.dehradun@lenskartstore.com,8923999534
1298,"Plot No 15, G1, Ground Floor, Block C, Shalimar Garden Extension 2, Sahibabad, Ghaziabad, Uttar Pradesh, 201005",Ghaziabad,Uttar Pradesh,201005,shalimargardensahibabadghaziabad@lenskartstore.com,1204375794
1554,"Shop No 36 & 37, Ground Floor, Lotus Aura Final, Plot No 168, Village Mouje Sama, Sama, Near Ioc Petrol Pump, Vadodara, Gujarat, 390024",Vadodara,Gujarat,390024,Sama.Vadodara@Lenskartstore.Com,9714155661
2322,"Ground Floor, Plot No A, A-1 & B, Paras Prime, Hiran Magri, Sector 11, Udaipur, Rajasthan, 313001",Udaipur,Rajasthan,313001,hiranmargisec11.udaipur@lenskartstore.com,9782722110
19,"Building No 37/442, Ishaan Enterprises, Kadavanthara Road, Kaloor, Ernakulam, Near Akshya Hospital, Kochi, Kerala, 682020",Kochi,Kerala,682020,cs_kochi@lenskart.in,9947709991
